avganncount,incidencerate,medincome,popest2015,povertypercent,studypercap,medianage,percentmarried,pctpubliccoveragealone,pctmarriedhouseholds,birthrate
1348,368.1,32215,422156,34.5,9.475170316,31.2,48.9,28.9,52.47363684,6.202803162
71,466,37801,12682,23.9,0,37.8,50.3,23.3,51.29767547,9.097345133
25,305.1,58425,5969,8.6,0,40.7,58,9.4,58.61317052,6.235912847
164,374.4,39256,30313,19.1,0,43.3,50.7,21.5,50.08125909,3.991528185
33,376.9,42966,7656,19.4,0,34.6,52.5,23,59.29628149,7.665301346
145,445.8,77281,38863,10.7,0,36.2,62,16.6,63.99600553,5.775206257
270,454.8,38465,51542,20.1,0,37.6,50.2,22.5,51.83033448,5.031504818
34,441.6,39025,7088,22,0,34.6,49.2,18.6,53.82685069,12.14642263
61,421.4,50993,10360,13.5,0,45.7,59.7,16.3,57.76652195,4.377431907
15,437.3,39870,2953,20.7,0,34.9,52,21.6,52.91262136,7.357357357
25,448.8,41593,3238,14.9,0,49.3,64.7,10.6,53.65396627,0
53,394.5,37497,8338,22.6,0,47.1,61.5,22.8,57.94419971,3.569230769
16,389.8,38655,3044,19.3,0,37,58.6,21.6,58.61136159,4.744525547
117,393.8,46484,20870,16,0,43.6,54.6,16.5,56.86300118,6.179775281
561,410.9,64533,129048,9.2,61.99243692,42.4,59.4,12.5,61.43432459,6.213794701
86,432.1,38280,13430,19.7,0,43.6,55.8,17.9,54.30748193,9.379671151
15,330.7,40837,4081,26.5,0,40.8,50.7,24.3,61.13161132,11.55660377
203,428.1,57378,39229,15.3,0,39.6,54.9,16.8,55.58980682,7.427277062
239,446.1,47018,75503,14.8,0,30.6,50.4,10.6,57.96875716,6.044769217
9,342.6,32722,1426,20.9,0,50.1,64.5,26.4,56.22047244,8.620689655
16,367,61098,5048,9.5,0,33.5,55.4,14.8,55.70687419,11.89138577
15,360.8,49614,3710,13.7,0,40.5,64,15.3,64.06140963,5.249679898
26,334.7,36627,5977,24.1,0,38.2,53.8,28.3,52.67245318,4.238618524
29,537.2,43523,7121,12.4,0,30.7,46.4,21.8,49.51241135,9.422492401
64,437.5,41876,13520,20.2,0,33.4,46.8,18.4,53.21361059,8.016032064
73,402,41499,18952,19.2,0,31.5,53.9,23.1,53.84242816,9.004952724
29,382,38304,5217,20,0,43.5,58.1,21.1,59.23236515,11.27029608
118,429,45717,20797,18,0,42.2,50.1,18.8,51.56493415,4.149048626
10,300.1,35924,2206,22.1,0,43.1,52.5,17.3,51.70842825,6.788511749
37,328.3,36856,10980,25,0,34.6,36.6,30.4,37.16367713,2.542372881
22,386.3,37263,3499,19.4,0,42.9,46.3,21.7,48.74141876,0.284090909
45,323.8,35069,11388,26,0,37.3,43.1,22.1,45.51689103,7.84067086
112,428.7,36591,18171,19.9,0,42.9,44.3,28.3,45.43318649,4.01891253
538,436.4,55555,159436,12.8,62.72109185,30.7,49.1,15.8,48.81261304,10.58379177
8,261,35554,1894,22.5,0,49.5,51.1,15.6,53.54752343,1.58013544
605,436.2,61157,163632,11,0,35.7,57.6,14.4,62.54724327,5.889593045
2708,380.9,40081,835593,23.4,51.46045982,31.6,47,23.3,50.15446127,5.625701056
149,388.1,41914,41122,21.8,0,30.3,46.6,15.6,48.38731814,5.054084297
83,374.9,35491,17142,23.7,0,39.8,42,19.5,45.84717608,3.950011158
182,410.4,43211,33693,17.1,1751.105571,41.3,52,19.1,53.81660264,4.543403039
144,386.3,49830,25110,10.9,0,47.6,55.7,14.9,56.87382298,5.062486761
25,418.6,44519,3827,15.4,0,41.9,54.4,14.1,50.26994601,5.80474934
30,376.7,36898,5901,23.7,0,37.3,57,25.2,53.87484459,4.490106545
1931,399,88516,716087,8.8,34.91195902,35.5,58.7,9.8,65.81954333,5.338507619
59,413.3,42099,10651,16.4,0,43.5,57.7,26.9,52.2423104,4.741980474
103,410.4,46526,19691,16.7,0,41.4,52.7,15.2,52.28193357,2.553975777
55,344.1,34206,18793,26,0,31.5,41.1,24.9,51.79390905,8.13579163
47,331.1,50709,20051,14,0,28.9,60.6,18.6,64.82635797,6.114037096
1336,443.8,58333,322225,14.3,37.24105827,37.5,50.9,13.9,51.0731913,5.330646143
16,259.5,49947,6415,28,0,39.4,46.7,22.7,56.26631854,1.260504202
181,414,52814,25963,12.5,0,50.6,59.8,17.5,56.71740569,6.807727691
45,435,49369,7531,15.3,0,45.8,57.6,15.4,57.37591114,5.702647658
86,369.7,42291,20573,18.3,0,38.1,51.1,22.6,51.15022387,6.233766234
139,512.8,49012,23210,14.2,0,37,52.1,17.2,52.31515152,7.321274763
678,461.9,49261,125467,15.3,255.0471439,40.2,52.3,17,50.44795086,6.10521758
579,441,50020,124108,18.2,145.0349695,35.4,46.9,20,45.37901705,6.625137665
109,352.5,44795,27512,18.6,0,40.7,46.2,16.3,49.19489173,3.146509341
566,424.4,61825,151249,10.4,0,36.6,54.6,12,58.54515734,5.319420421
142,400.8,40213,34360,24,0,32.5,50.4,22.4,52.98358377,7.298720843
21,415.8,33324,3138,24.5,318.6743149,536.4,49.1,26.9,51.51515152,8.121019108
56,423.4,41207,8159,16.2,0,48.6,56.1,18.9,56.75931775,5.684931507
27,448,50698,5610,12.7,178.2531194,36.4,60.8,16.1,60.59837728,6.825657895
24,410.4,36992,3840,18.7,0,42.3,51.3,20.2,47.42962056,11.03752759
278,459.5,53872,55865,12.9,0,38.9,58.4,14.1,57.44026155,5.506783719
14477,433.8,54230,4538028,17.3,391.3594187,32.8,47.2,19.8,46.91349545,6.028644456
314,429.7,48461,66746,17.1,344.589938,37.5,53.3,17.9,56.07321838,5.790913336
18,275.7,64182,6193,10.5,1291.781043,39.3,55.2,11.6,68.73940079,10.43307087
34,387.4,35607,5737,25.1,522.9213875,43.4,52.7,23.9,50.32822757,4.519119351
515,399.8,59569,194739,17.5,30.8104694,30.9,45.8,10.6,49.023794,4.207066557
16,411.7,66505,4264,8.9,0,34.4,68,9.4,65.89358799,5.503512881
499,457.8,40921,79545,20.2,0,43.4,54.7,21.8,55.24848892,5.769695505
2092,341,34368,842304,33.5,42.73991338,28.8,51,28.2,56.33534356,6.82588583
205,440.9,41521,34855,21.8,0,42.4,53.6,22,52.74376066,8.01384083
94,390.1,50124,23433,14.4,0,32.8,53.4,17.8,54.61738163,6.633380884
340,438.5,55472,55423,12.4,0,46.9,58.3,16,57.52914198,6.844366335
173,409.9,44076,36223,20.3,0,39.2,57.4,19.9,56.56596097,7.914410931
124,372.1,33698,22785,25.9,0,44.5,43.9,24.9,46.04772558,3.995098039
169,441.6,47299,37206,17.5,0,36.9,44.9,17.7,47.82259504,7.220420251
8,214.8,32086,3379,26.7,0,39.6,50.2,34.2,53.82231405,8.859060403
465,476.8,43385,89844,20.5,11.13040381,38,50.4,19,52.6920083,4.433836917
110,422.7,51508,21734,13.9,0,37.3,51.5,18.8,48.88513921,7.239057239
9,435.8,63054,1554,8.6,0,44.9,67,7.4,63.2218845,5.459770115
43,417.2,52030,8878,14.9,0,40.5,56.9,16.6,62.55361267,6.95970696
72,409.1,52185,14816,14.7,0,39,56.4,16.2,57.89782736,5.209698558
202,448.1,41017,35506,17.7,0,40.6,50.4,20.2,52.48578392,3.4164859
12,294.6,46364,2156,13.1,0,53.1,59.5,17.8,55.22971652,0
1195,445.6,41147,254308,21.2,55.05135505,35.9,43.6,20.5,41.36584844,5.814864465
22,385.1,36929,5200,22.5,0,36.7,48.4,20.6,55.45023697,17.26057906
153,353.8,46200,41382,20.2,0,34.6,50.7,20.1,51.71017427,8.130335207
675,444.7,55926,159990,13.3,37.5023439,36.7,57.1,16.5,59.80441464,6.554953179
95,420.3,41079,19970,23.4,0,39.2,42.7,21,53.54345054,5.620219488
71,424.2,43986,14975,22.3,0,35.5,43,21.3,48.20143885,9.297604547
171,385.2,77764,40384,8.3,0,43.6,60,11,61.07585596,3.026544282
336,411.2,44113,50955,17.6,98.12579727,47.9,50.7,19.2,48.39043119,5.271431566
28,376.8,38750,4388,18.5,0,52.8,55.6,16.7,51.75879397,6.469002695
18,297.2,39335,3549,21,0,44.9,56.7,16.3,55.69972196,0
130,445.2,40884,31857,22.8,0,28,40.2,18.7,42.6645883,5.244100387
19,352,36929,3860,21.3,0,40.9,52.3,21.7,49.33890049,4.12371134
292,469.5,41009,49440,18.6,323.6245955,40.3,52.9,21.5,51.53474193,5.292201918
61,373.6,37111,13385,22.6,2689.577886,36.1,54.5,26.4,53.44295992,6.74955595
100,411.8,50699,20588,14.4,0,40.8,59.4,14.5,59.05396402,4.398148148
21,307.1,38012,7631,28.1,0,31.7,47,27.5,49.9238965,11.31436314
121,414.2,47041,19836,13.8,0,44.9,60,16,57.84962992,5.642384106
74,365.5,52895,16898,13,0,39.9,52.8,15.7,56.78785857,8.291032149
101,405,45159,17086,13.5,0,44.9,52.7,23.3,51.74210355,8.203125
309,401.7,47123,79654,17.4,0,36.4,51.5,20.9,56.02906908,6.112482007
127,432.2,37256,23320,19.6,0,39.3,48.9,22.7,51.02671945,4.700402287
12,318.9,60810,3569,10.6,280.1905296,34.4,56.4,10.3,58.43071786,10.1488498
52,316.6,51481,12229,15.5,0,42,50.6,14.7,53.79832387,10.60674157
149,395.8,45096,19796,14.9,0,56.3,59,21.4,55.48879131,5.130927105
1107,430,45719,299453,17.7,153.6134218,30.6,43.5,16.6,43.3262042,5.340021423
21,303,41589,5724,18.3,0,37.4,54.7,24.4,50.63985375,3.301127214
51,430.6,39649,8341,18.9,0,44.2,55.8,22.3,53.16375199,3.525835866
1034,432.6,43488,245671,19.7,85.48017471,32.9,46.6,17.9,47.32220033,4.887587132
60,403,39030,14065,21.5,0,35.1,43.3,18.7,50.32759039,8.393501805
71,423.4,34452,10160,23.1,0,49.1,55.1,22.1,51.3107775,1.660795169
16,331.3,61896,5641,12.5,0,31.9,50.7,12.5,54.23312883,2.11038961
22,307.6,42820,4032,14.8,0,50.5,55.7,17.7,51.98366394,3.900156006
181,420.8,41587,36770,22.1,0,37.2,50.4,22.2,49.71603647,8.922207202
168,355.1,32248,57706,26.5,0,29.9,52,24.6,57.09918902,8.605012198
178,343.3,53440,48417,14.3,0,38.5,54.3,16.7,58.77796327,9.143368819
11,279.3,32580,2164,22.7,0,45.7,59.5,19.4,51.94532072,3.712871287
520,388.7,74811,161077,9.9,80.70674274,32.1,53,10.3,51.81577454,7.101472818
142,429.4,41849,24513,18.3,0,41.4,51.3,18.4,48.81232613,3.708958249
30,369.1,38564,4900,17.1,0,45.5,62.2,13.1,58.54978355,1.503759399
43,434,41363,9067,20.7,0,35.5,45.9,13,56.62913186,2.90368272
119,434.5,48996,19262,14.8,0,43.6,57.3,14.8,52.666999,8.863294942
1929,438.1,70929,537559,10.9,68.82965405,36.4,56.3,13.5,58.84967501,6.062213529
75,407.5,42839,22255,14.6,0,31.1,59,18.1,63.00594806,10.43646945
75,425,37954,12516,18.6,1518.056887,43.3,55.2,21.5,53.67379895,8.245481928
273,443.5,38895,65664,22.7,0,30.2,43.9,17.2,44.56630944,4.912890034
242,442.2,43091,48323,20.3,0,38.2,51.5,23.5,51.01562053,7.936654936
62,350,39135,13986,20.2,0,41.6,42.7,18.1,46.42487047,4.995038042
81,427.3,38742,15107,17.9,0,37.9,49.7,21.2,46.70476871,7.608695652
1403,400.2,51222,359715,16.8,102.859208,34.9,46.1,21.6,44.7998424,5.753453598
40,438.4,61773,10747,10.7,0,31.7,56.3,14.6,55.46536797,9.821782178
10,469,54458,2069,15.6,0,32.4,53.7,15.8,64.53125,8.831908832
453,484.3,48834,84260,16,0,38.1,53.3,17.3,51.46315592,5.470997437
164,466.6,40862,27895,18.6,0,41.2,51.8,21.5,49.61181594,4.602721317
119,410,48822,23766,15.5,0,38,52.5,16.3,52.44872801,5.157593123
575,456.8,67655,126042,9.9,23.80158995,39.6,58.3,13.4,62.21920946,4.839289566
38,387.8,41813,9749,14.6,0,32.5,54,19.4,58.03349876,7.023108292
51,323.1,44817,16203,17.8,0,35.8,49.4,12.7,55.31228394,5.522288756
341,522.6,41401,46972,18.5,0,43.5,51.5,24.4,50.54919908,7.024390244
528,461.8,38224,121802,21.5,771.7443063,33.3,43.5,20.8,42.21898351,7.014170761
21,211.1,34258,6876,21.8,0,41,54.7,22.7,49.7342445,6.324110672
71,428.5,47834,11161,14.9,0,47.6,54,21.2,53.74910736,7.18503937
539,428,64636,130269,9.7,38.382117,35.4,53.9,12.1,53.33401681,5.145852764
11,359.8,62376,3792,11.2,0,35.9,63.1,10.1,60.23007395,3.469640644
20,325.4,37294,3307,18.7,0,54.1,55,22.9,56.37254902,11.23809524
83,434.6,34340,12455,20.1,80.28904055,44.6,49.6,21.9,45.45804465,1.546003017
47,345.2,39006,14732,24.8,0,35.6,44.7,23.4,50.45748116,8.634992459
54,522.1,43654,7289,16.9,0,42.7,51.1,19.9,47.98401744,8.271186441
91,419.5,43194,16659,19,0,40.9,49,22,49.2497939,4.658564815
62,423,38607,10551,18.1,0,41.9,51.1,20.2,52.36294896,3.956148713
242,399.9,46427,53070,16.6,18.8430375,38.5,47.6,19.6,51.25894215,6.74359899
81,423.1,35701,10368,19,0,50.4,49.5,24.8,51.19894598,5.158324821
53,369.6,32826,8473,23.9,0,47.8,44.3,25.6,48.0222068,5.389980977
161,464.5,43087,27413,18.6,0,43.6,55.5,21.6,56.15238497,5.042979943
306,443.3,51958,67357,15.8,0,35.5,51.5,19,53.95285545,8.977719528
28,335.8,38000,5901,20.3,0,42.1,50.1,18.2,48.96519285,6.763787721
15,412.8,50361,3211,13.6,0,35.5,59,12.4,57.63500931,5.007153076
87,467.2,56444,17615,14.1,0,36,53.3,17.4,57.2702332,5.812641084
18,382.6,55130,3350,13.1,0,43,61.3,15.9,55.91866376,5.483405483
122,403.3,35772,25402,22,39.36697898,36.9,48,22.3,47.5308642,9.509579891
9,275.6,49309,3072,13.4,0,38.3,60.7,14.2,63.18458418,9.116409537
1007,429.6,45363,222936,18.1,529.2998888,36.1,50.2,17.7,50.1637513,5.87592919
43,425.4,51733,8739,12.1,0,40.6,58.9,12.5,57.50147667,9.165808445
185,356.3,26699,63795,35.4,0,29.1,47.3,31.2,54.15298854,5.949245101
60,457.8,44110,9440,20.8,0,39.3,55.7,18.9,55.78764143,5.472636816
9,355.4,42780,1410,15.5,0,49,62,23,56.89655172,11.51832461
17,350.1,60435,3913,13.2,0,35.1,66.6,9,65.40540541,6.41025641
37,374.1,37527,7533,20.9,0,36.1,54.8,25.3,57.40169622,7.342657343
6894,441.1,58127,1982498,15.2,153.8463091,34,49.4,16.4,49.65468721,5.979489664
573,419.8,45559,136051,15.9,169.0542517,32,48.1,16.6,48.06370766,6.232108779
60,424.4,38752,12739,21.2,0,34.3,43.9,25.7,47.60257044,2.46365105
13,441.6,43618,1579,14.2,0,49.6,56.3,20.1,50.64194009,7.986111111
120,385.4,40680,32623,20.6,0,33.8,53,21,56.88748686,6.467919637
532,443,45261,118105,15.6,0,33.9,46.6,15.3,46.5242265,5.508398049
113,500.3,36645,14402,19.9,0,47.7,49.1,23,47.17370892,2.844950213
115,384.2,40442,21347,19.3,0,42.8,53.5,19.1,55.60993976,6.233421751
207,424.5,46346,40603,14.6,0,40.5,55.3,17.2,59.71540017,5.176056338
12,313,55918,3651,14.3,0,31.9,60.6,15.8,58.66885785,10.47120419
102,342,37933,27245,22.1,0,34.1,45.8,23.9,49.3301719,10.31353135
176,367.2,41437,48988,22.2,0,31.7,51.9,22.5,56.43678161,6.376628075
302,424.9,43377,53547,15.9,0,43.5,52.5,18.9,55.59017891,6.531059017
424,444.5,51003,92382,15.8,0,35.7,50.6,17.3,51.38418948,6.155041017
302,472.7,39984,70699,26.3,0,35,38.5,12.8,43.43727339,3.854536397
145,375.6,50589,48656,16.1,0,29.1,44.8,19.3,54.39477649,4.760740197
105,481,44065,14858,13.5,0,45.6,56.6,17.9,53.82644893,6.720977597
42,439.7,39444,6692,15.4,0,41.4,59,19,55.45851528,6.582633053
1333,434.6,40386,288072,20.6,829.6536977,35.6,47.4,15.9,44.69897734,5.445266147
66,444.5,37911,10097,19.2,0,41,54.6,17.3,50.80108455,7.829010567
60,473.6,37486,8615,19,0,42.4,59.4,21.5,55.2881925,6.972477064
152,483.4,39232,21737,18.3,0,44.1,55.6,19.8,50.39924354,5.062186341
68,365.2,33707,9201,22.1,0,53.5,58.3,24.8,54.73812424,1.330671989
27,368.2,41652,4484,14.4,0,47.4,61.3,17.1,53.94366197,7.474518686
50,398.7,44188,10139,15.6,0,38.8,51.3,18.1,54.17001877,6.633574007
214,417.6,32662,40117,22.1,0,40.6,56.1,24,52.48109205,7.519053578
74,529.5,33091,10125,22.1,0,43.1,50.8,24.9,50.22244192,3.896713615
3240,453.1,46185,687623,16.5,578.8055373,36.5,43.3,17.2,39.58795563,5.730193853
576,461.5,40047,118596,19.6,539.6472056,35.5,51.4,17.3,48.7488741,5.712144998
1024,457.4,58976,224124,10.6,0,38.6,54.3,14.2,55.85803147,5.258811102
227,472,49949,53951,14.6,18.53533762,29.7,49.6,12.9,53.12202694,6.303106282
25,431.6,37581,3910,19.4,0,523.2,58.7,18.6,54.64772054,5.076142132
185,430.9,36895,35473,18.4,0,39.8,54.4,23.6,53.80583241,4.306281055
187,449.5,48128,32701,13.4,336.3811504,41,56,14.5,53.844404,6.850471234
194,412,39908,38180,18.6,0,39.6,57.1,19.9,56.5904854,4.54931457
58,463.2,41891,10207,14.3,0,39.3,52.1,15.3,53.51014041,5.366726297
240,468.8,53804,54696,15.7,0,36.5,53.7,15.1,56.57368364,5.393137406
86,497.9,37597,12308,20,0,42.8,53.3,15.5,52.85832643,5.692675159
93,470.4,47937,15028,16.6,0,42,52.9,15.6,53.20602663,7.023060797
81,334,34863,22643,22.2,0,37,52.9,22.8,52.00769416,7.439480417
94,433.8,35345,15335,17,0,42.9,53,17.7,50.84094185,5.775470474
78,488.3,35363,12408,20.4,0,42.3,56.3,22.3,56.94623656,5.739599384
35,287.4,40165,8963,16.1,0,44.2,54.8,22.9,53.58111774,7.791479821
181,517.2,42088,28880,18,0,39.7,47.7,18.1,46.553108,4.673182651
22,405.5,38023,3694,15,0,44.1,54.2,16.5,51.36393879,4.787961696
129,421.8,37360,25113,17.4,0,40.8,54.5,22.6,52.40160813,6.976323875
81,476.9,30661,14036,32.2,0,39.3,41.6,28.3,42.10221794,5.214497041
70,409.2,47158,15963,13.9,187.9345988,38,55.3,14.7,58.55774444,6.768874747
51,422.7,41376,8583,15.8,0,44.8,57,18.8,55.02419584,4.179104478
84,510,42105,11703,16.1,170.8963514,43.7,55.1,20.3,50.9848174,4.500642949
135,425.7,36867,20171,20.7,0,46.5,50.9,21.3,50.79365079,6.885245902
105,438.4,34631,18208,23.3,0,40.5,47.4,26.2,44.48737409,5.174548155
205,296,45448,58615,14.3,0,39.7,57.6,15.7,57.9788197,4.480398258
98,425,42956,22810,20.2,0,28.3,42.4,13.3,45.20152443,3.648198607
55,341.6,29415,10953,23.9,0,45.8,53.9,26.7,50.79001603,10.04694836
71,433.1,51958,13628,10.2,0,39.8,58.1,12.2,60.89830838,3.887915937
60,389.4,31025,9409,22.3,0,50.7,59.1,27,52.49232223,5.784615385
81,380.6,32120,17482,28.7,0,37.6,41.5,28,38.70967742,6.710775047
100,437.7,50548,19183,11.6,0,39.7,59.5,13.3,58.87762001,5.280764636
227,467.3,40038,42255,17.6,0,37.5,53.9,20.1,52.40220693,6.924516532
206,423.3,40710,44794,21.6,1942.224405,34.4,47.8,14.5,48.57245681,7.510402923
113,500.7,44408,18348,18.9,0,39.5,48.4,19.4,50.96695599,5.282802182
397,425.1,70874,96096,6.9,301.7815518,38.3,54.7,9.3,52.04494621,5.366242744
155,413.5,38344,31229,18.1,1216.817702,37.5,55,21.8,56.62865895,3.172641121
182,521.6,47227,53221,15.9,0,26.8,45,12.9,51.86264982,5.283078379
34,451.6,34684,4858,18.6,0,46.4,55.7,17,49.63570128,14.97890295
48,369.8,51738,10196,11.6,0,45.1,60.1,16.8,61.27828898,6.335282651
134,469.5,41346,25104,18.3,0,38.4,47.1,21.4,51.46745562,2.837290098
132,472.9,51986,22810,15.3,0,41.5,55,14.5,56.25722878,4.663623735
38,394.3,31820,6432,21.5,0,46.6,55.6,25.9,53.32581736,6.022187005
87,455,30019,13802,25.1,0,41.6,55.1,28.6,53.19933616,7.130554599
1691,465.2,74220,385590,6.8,59.64884981,37.4,57.1,8.2,59.06748802,5.121121033
57,372.7,33986,9440,21.7,0,49.7,53.6,19.2,50.98381071,3.829787234
85,364.9,46874,17919,13.1,1506.780512,42.5,57.7,13.7,56.91467003,4.229447528
383,513.8,40376,66520,20.3,435.95911,38.9,48.2,18.9,49.40247032,4.612961296
5880,488.5,60093,1003362,9.6,366.7669296,40.2,48.6,13.6,46.72866496,5.188221792
126,445.9,41112,23258,16.3,0,38.2,47.8,16.6,47.3428313,6.003068661
22,368.6,34644,4436,18.2,0,41.3,57.8,18.7,55.69105691,7.524536532
21,329.9,38281,4854,16.3,0,39.1,53.5,19.8,51.43165856,10.28806584
230,492.2,40532,39008,20.9,0,39.7,50.9,21.7,49.95081,5.810081525
42,381,27382,8258,28.2,0,44.5,54.6,24.1,54.22642661,7.147111376
43,476.5,42498,6128,16.6,163.1853786,42.4,57.1,18.3,53.18127251,6.469648562
175,439.5,38329,29862,19,0,42,53.7,21.4,50.1535907,7.254779066
205,379.3,40642,30943,16.2,0,51.3,62.5,19.7,60.25241508,3.314818133
37,425.4,36642,6353,17.7,0,40.9,52.2,17.9,47.85031847,10.31227306
294,432.8,35731,54592,18.7,787.6611958,41.5,50.7,20.3,48.98591549,5.505782701
134,385.3,33755,25690,21.5,0,41.6,48.4,27.3,50.64593825,4.813502813
110,417,40267,20826,17.5,0,40.6,53.3,18.6,51.61691542,5.078698846
172,453.4,52959,33513,12.8,0,40.2,56.2,15.4,58.81516191,5.58081852
121,422.2,34581,24788,25.5,0,40.1,50.1,25.9,53.94121576,4.671312865
106,520.2,30721,13405,26.4,0,46.7,51.7,24.3,50.2842472,6.199460916
181,454.2,41561,37483,17.8,0,38.1,57.6,17.7,61.30384168,7.851851852
13,347.7,38802,2057,15.5,0,47.8,59.5,14.3,55,3.291139241
118,479.9,31600,18268,22.7,218.9621196,41.7,54,27.5,50.9454496,5.680317041
1526,485.1,35681,315685,28.8,2369.45056,34.6,28.6,23.9,24.42907814,4.685604704
50,420.2,41602,9300,15.1,0,42.6,53.2,11.5,49.11764706,2.454308094
50,422.9,38871,13242,30.6,377.5864673,29.8,44.8,27.3,49.27293065,6.755829904
36,484.6,35740,6577,25.2,0,34.5,46.6,22.4,44.28060769,8.100358423
27,358.7,49758,5689,11.7,0,45.8,64.6,14.6,61.06304079,3.515263645
62,411.7,47520,10408,12.7,288.2398155,49.1,57.4,14.5,51.54017857,5.364583333
446,453.7,42903,82278,14.3,1300.469141,38,52,17,47.60833531,5.796213808
33,421.9,41004,5767,19.4,0,41.1,54.6,22.9,53.01573427,8.205128205
13,444,47376,1760,10.8,0,50.3,57.2,11.7,48.15242494,7.560137457
61,494.3,50540,9625,11.7,0,41.1,59.5,10.3,55.71212884,1.750547046
57,426.1,38178,9139,17.1,765.9481344,46.8,49.9,18.4,46.32562971,5.317324185
20,511.4,59102,3190,8,0,39,61.1,7.7,56.51105651,21.32616487
570,516.8,47351,96165,13.6,1029.48058,42.1,56.3,15.5,54.5518245,6.812139453
337,416.6,51569,100739,13.9,774.278085,33.2,49.5,9.9,49.2531077,4.428705174
59,477,33428,13647,31.8,0,31.3,41.3,27.9,40.92846992,7.119948685
7,524.5,37316,827,20.1,0,53.1,58.8,16,57.5,1.481481481
19,348.1,47902,3240,14.4,0,53.7,62.8,15.9,58.4799437,18.55670103
84,485.1,43509,16572,17.6,784.4557084,34.3,49,19,48.07944846,5.809710918
65,445.4,61575,11645,10.4,0,47.7,59.5,11.8,60.16096579,4.111531191
16,507.5,43272,1926,14.6,0,51.4,63.3,14,59.91237678,2.089552239
690,520.6,46926,120146,19.6,58.26244736,39.2,46.8,24.4,48.22958057,4.859510954
378,478.7,43104,60636,18.9,362.8207665,41.6,46.1,18.6,48.46420714,4.59877366
570,511.8,94334,99042,6.3,30.29017992,42.8,57.4,8.8,63.06541508,4.066933111
10502,435.2,56866,2339150,15.4,16.672723,37.7,45.3,26.5,44.72000041,4.84491139
980,536.3,59925,160266,13,81.11514607,39.8,45.9,15.9,45.44265292,4.18906927
2648,514.4,70299,474558,14.5,44.25170369,39.3,51.2,20.2,54.52999083,4.517034138
1715,502,83162,326037,14.7,30.67136552,36.3,53.1,22.4,60.5823533,6.943122405
632,498.7,43518,111007,18.9,9.008440909,37.8,44.3,20.5,46.34128688,5.011933174
1299,508.7,71885,226249,7.2,26.51945423,41.8,54,11.2,52.77076545,4.520913789
890,482.8,56508,154604,13.2,19.40441386,39.9,44.8,19.1,45.67653277,5.183987725
193,468.2,48718,31330,15.9,31.91828918,43.3,48.6,18.6,49.62527198,3.499365035
125,510.4,48135,18186,15.4,0,45.5,49.1,21.8,47.72313297,4.740817921
216,494.3,49809,34833,14.2,0,42.3,47.4,16.3,47.30477103,7.177836855
581,467.1,46849,97631,16.6,0,42,50.5,20.7,46.99936675,6.856742229
8895,528,85886,1501587,7.7,181.8076475,40.6,51.4,12,57.61862432,4.419518742
451,474.3,48908,74877,16.3,0,42.2,45.5,23.7,45.25418955,5.516819572
324,503.6,52195,49453,11.4,0,43.6,55.2,16.5,54.53401771,6.184505988
449,479.8,51880,104926,18.7,57.18315765,30.2,37.3,13.1,41.07124285,4.367123465
1080,477.4,56718,180143,13.7,22.20458192,43.1,46.9,17.8,46.72683306,4.324719649
455,511.3,54585,64688,13.3,633.8115261,45.2,48.4,16.8,47.70792892,3.57092349
418,534.1,47547,62230,14.6,0,42.9,49.1,19.7,50.60032182,4.671621417
564,506.7,49191,91446,12.9,0,43.1,52.7,18.1,51.17885733,5.106970324
5438,486.7,83152,976396,10.4,283.6963691,40.3,50.2,14.8,51.96451241,4.871361927
